time,distance_nm,heading_difference_deg,speed_a_mps,speed_b_mps,action_a,action_b,filter_a,filter_b,goal_distance_a_km,goal_distance_b_km
1310.0,0.3833863338438922,11.703079830670134,162.99746095166742,163.36202098396032,0.901889443397522,-0.2733958959579468,False,True,39.42761121591923,33.84665535625013
1320.0,0.5911254269860853,22.877193272483225,161.98019601930758,161.65313904667346,0.9931988716125488,-0.17287957668304443,False,True,40.32089243274631,34.968944767027814
1330.0,0.9915710468895631,34.21788491720025,160.25999061761124,159.68445756260436,0.9997103214263916,0.4467792510986328,False,False,40.85111053829501,36.01506556479695
1340.0,1.4913634623342826,34.116058870050495,158.73868104088768,157.7093078672931,0.9998273849487305,0.989107608795166,False,False,40.99263535790938,36.87818100601397
1350.0,1.9660443243708126,33.78581611786498,158.19067189505208,154.80138441943862,0.999524712562561,0.9998266696929932,False,False,40.7405500315591,37.37408460488887
1360.0,2.3983924078192347,33.303455629939776,157.53648769396423,153.01600094218574,0.997195839881897,0.9998934268951416,False,False,40.10999514535755,37.480262805268545
1370.0,2.7805229228098334,32.635107218716655,158.0047395996836,151.86802229201234,0.837639570236206,0.999250054359436,False,False,39.13264698932437,37.19447335374541
1380.0,3.1030333762073177,31.712716727618556,157.60722583381292,149.0677250027803,0.7602276802062988,0.9920802116394043,False,False,37.87208726948995,36.54035836445021
1390.0,3.3544243626867964,30.634382548502572,156.20680707453914,146.6380221517397,0.46850740909576416,0.9703488349914551,False,False,36.419005884559674,35.56388424101846
1400.0,3.520373266693976,29.69206273711191,154.02928781665892,146.07407063565032,0.5261424779891968,0.692509651184082,False,False,34.88802986885749,34.32586380414453
1410.0,3.6049980852930377,28.7848714212208,153.19865882183484,145.48169702850234,0.42765188217163086,0.5670363903045654,False,False,33.39816369956177,32.92404575445247
1420.0,3.6112326906801053,27.887760952787602,153.41864542943821,145.76176557243159,-0.135400652885437,0.5065441131591797,False,False,32.082636350333125,31.474476975329996
1430.0,3.6346499434670823,3.609445811127955,154.1326588390212,144.00933313070237,-0.01526564359664917,0.6770535707473755,False,False,30.81284943244089,30.141940234558053
1440.0,3.7236313614495273,15.338605965889599,154.25806160599467,143.47920879772624,0.26290464401245117,-0.01462090015411377,False,False,29.543897135646358,29.070469092545043
1450.0,3.810476680176228,2.8499564783941764,154.11801252097203,144.10973425570128,-0.11687833070755005,0.0744025707244873,False,False,28.453992268959226,28.164103395813477
