rollout,live_transitions,padded_transitions,counted_transitions,worlds_completed,aircraft_completed,optimizer_steps,policy_epochs,wall_seconds,live_transitions_per_second,training_return_last100,native_return_last100,training_arrival_last100,policy_loss,value_loss,approx_kl,clip_fraction
22,92327,20313,112640,54,540,981,211,410.1048307000001,225.13024253435105,-0.900316426600483,-90.0316426600483,1.0,-0.013727521826513111,0.026383100543171167,0.012687220238149166,0.13420552033931016
23,96473,21287,117760,56,565,998,215,420.81242399999974,229.2541628951527,-0.9284950218451071,-92.84950218451071,1.0,0.005540100379019148,0.03386223160972198,0.043044816702604294,0.18061631959345606
24,100699,22181,122880,59,590,1048,225,431.5803219999998,233.32620804708526,-0.920565140249417,-92.05651402494169,1.0,-0.012815905366442166,0.017820398770272732,0.013858539052307606,0.13882331803441048
25,104985,23015,128000,61,615,1098,235,442.58799349999936,237.20706738964023,-0.813657977426902,-81.3657977426902,1.0,-0.012567873122170567,0.01783351821824908,0.018451282754540443,0.16405324816703795
26,109163,23957,133120,63,638,1148,245,454.21041519999926,240.33574824992294,-0.814071909322778,-81.40719093227781,1.0,-0.009990961238509044,0.012376849194988609,0.014120042324066162,0.15813929125666618
27,113110,25130,138240,66,662,1188,255,468.0473368999992,241.66359058713445,-0.553234559663398,-55.32345596633981,1.0,-0.01370792897243973,0.01273641367442906,0.013122407719492912,0.15748189156875014
28,117110,26250,143360,68,688,1228,265,479.39189799999986,244.2886508691059,-0.525616986759805,-52.56169867598049,1.0,-0.012454187928233296,0.02064185163471848,0.013176901265978813,0.15969490818679333
29,121351,27129,148480,71,710,1278,275,491.9227601999992,246.68710175284994,-0.4075731724879833,-40.75731724879834,1.0,-0.011067663255525986,0.01239842688664794,0.02030615136027336,0.1536736264079809
30,125791,27809,153600,73,730,1328,285,511.03821190000053,246.1479338938644,-0.4308889764379568,-43.08889764379567,1.0,-0.01222511920146644,0.018510346915572882,0.012972533702850342,0.17846111923456193
31,129812,28908,158720,75,759,1368,295,525.0066418999995,247.25782426334695,-0.7020186527548836,-70.20186527548834,1.0,-0.014566788356751204,0.022801256692036986,0.012776589021086693,0.1403735530562699
32,134125,29715,163840,78,781,1418,305,543.1446371999991,246.94158942899017,-0.8498748744652467,-84.98748744652465,1.0,-0.013540072996111121,0.014173369314521551,0.01480566430836916,0.166229028403759
33,138436,30524,168960,80,801,1464,315,569.9041154000006,242.91103759241227,-0.7769492724188214,-77.69492724188213,1.0,-0.006676839818147586,0.015500898334257145,0.0393044650554657,0.21291729823706
34,142260,31820,174080,82,834,1504,325,582.8872047999994,244.06094151408305,-0.8739944860145177,-87.39944860145177,1.0,-0.011743663263041526,0.023839667509309947,0.01160240639001131,0.15552848614752293
35,146144,33056,179200,85,855,1544,335,595.8422511999997,245.27297234406,-0.9560394098177497,-95.60394098177494,1.0,-0.014179694134509192,0.035689641768112776,0.015318847261369228,0.16570377424359323
36,150193,34127,184320,88,880,1584,345,606.6750209999991,247.56746989917724,-0.8867936689154549,-88.67936689154547,1.0,-0.01244272937765345,0.022607310302555562,0.010225447826087475,0.15171740520745516
37,154426,35014,189440,90,900,1634,355,618.021502399999,249.87156498650694,-0.9642406114372281,-96.42406114372281,1.0,-0.012328179492615164,0.021192692667245865,0.023463290184736252,0.19087220579385758
38,158730,35830,194560,92,920,1684,365,630.7822178999995,251.639940847483,-1.0693253788924602,-106.93253788924603,1.0,-0.008422268303111196,0.02481057431548834,0.015676215291023254,0.1803951321542263
39,162820,36860,199680,94,946,1724,375,649.8064228999992,250.5669292608037,-0.9238482810820726,-92.38482810820726,1.0,-0.012473943631630392,0.0167327283648774,0.01202220655977726,0.13910312633961439
40,166616,38184,204800,96,977,1764,385,673.6507387000001,247.33291367205024,-0.8347737359726404,-83.47737359726402,1.0,-0.0166685173753649,0.016374676092527806,0.015080424956977367,0.16004416141659022
41,170485,39435,209920,100,1000,1804,395,702.6171744000003,242.64280209999936,-0.9185699383042447,-91.85699383042449,1.0,-0.01159007713140454,0.032163216220214966,0.014079481363296509,0.14580038320273161
42,174616,40424,215040,102,1020,1854,405,723.5185581000005,241.3428073753232,-0.8566615603470873,-85.66615603470876,1.0,-0.01075813330244273,0.032160871215164664,0.026652690023183823,0.20291406329721212
43,178575,41585,220160,104,1040,1894,415,745.0409447000002,239.68481366068465,-0.7511230553345976,-75.11230553345978,1.0,-0.009253222082043067,0.015497644152492284,0.0119499322026968,0.15625751428306103
44,182981,42299,225280,106,1066,1944,425,768.8203663999993,238.00227985219533,-0.8652553675370096,-86.52553675370096,1.0,-0.011079149423167109,0.022028211653232575,0.014480672776699066,0.18355342775583267
45,186996,43404,230400,109,1091,1984,435,790.0091432999998,236.70105793824936,-0.9457528729698865,-94.57528729698866,1.0,-0.009777281610877254,0.02880066926591098,0.011115551926195621,0.14441285524517297
46,191026,44494,235520,111,1117,2024,445,811.5022286999993,235.39799798950347,-0.8851192613277918,-88.51192613277917,1.0,-0.006647797458572313,0.014727953402325512,0.012214282527565956,0.16607566643506289
47,195044,45596,240640,114,1140,2064,455,833.6139549,233.9740102160327,-0.9431672197818907,-94.31672197818907,1.0,-0.01075937196437735,0.029744909098371863,0.01404520682990551,0.1414281867444515
48,199306,46454,245760,116,1162,2114,465,853.3338666999989,233.5615727648938,-0.8714808591717759,-87.14808591717755,1.0,-0.013074532191967591,0.02591694800183177,0.019823405891656876,0.17118316978216172
49,203251,47629,250880,118,1187,2154,475,875.0564911999991,232.27186135294417,-0.8225305781521355,-82.25305781521354,1.0,-0.012175025389296934,0.012884128512814641,0.014896122738718987,0.16174822598695754
50,207114,48886,256000,121,1213,2194,485,901.7769867999996,229.67319307510198,-0.6543428815108462,-65.43428815108462,1.0,-0.011927124694921076,0.016687833867035807,0.013036005198955536,0.1490496102720499
51,211042,50078,261120,123,1234,2234,495,926.7497684999998,227.72274369335332,-0.6713057994137211,-67.13057994137212,1.0,-0.013268193708790932,0.022920132940635086,0.010662296786904335,0.12190489005297422
52,215138,51102,266240,125,1259,2274,505,954.6458087999999,225.35897399521482,-0.8977063778921719,-89.7706377892172,1.0,-0.012576327816350385,0.0397304302547127,0.013600021600723267,0.1735595703125
53,219554,51806,271360,128,1280,2324,515,986.2268413999991,222.62018308924948,-0.9031585840717541,-90.31585840717544,1.0,-0.011151917293900623,0.02576488994061947,0.017203984782099724,0.15303906232118605
54,223625,52855,276480,130,1306,2364,525,1007.5350557999991,221.95257496270256,-1.2898404878886862,-128.98404878886862,1.0,-0.012901257190969772,0.05461259731091559,0.01218294259160757,0.15104772746562958
55,227672,53928,281600,132,1329,2404,535,1026.4250042999993,221.81065255251417,-1.5010659867218417,-150.10659867218416,1.0,-0.015632166000432334,0.027200343599542976,0.019337164238095284,0.15557189034298063
56,231777,54943,286720,134,1350,2454,545,1051.9903544999997,220.3223622807466,-1.4156365278440717,-141.56365278440714,1.0,-0.0023574584582820536,0.021091329120099544,0.013163154944777489,0.19560763910412787
57,235487,56353,291840,137,1379,2494,555,1074.4772044000001,219.16425870709702,-1.0918965539370302,-109.18965539370302,1.0,-0.015643266681581735,0.02081308071501553,0.014534800313413143,0.16154019851237536
58,239582,57378,296960,140,1400,2534,565,1104.0258890000005,217.00759229206798,-0.96072504567579,-96.072504567579,1.0,-0.009982665933785028,0.030207208916544916,0.012209713459014893,0.152629129961133
59,243810,58270,302080,142,1420,2584,575,1132.5263359,215.27976195471712,-0.8257201087654235,-82.57201087654235,1.0,-0.012101728923153133,0.014379107728600501,0.014434782788157463,0.15636126920580865
60,247964,59236,307200,144,1447,2634,585,1157.1648380999995,214.28580599384884,-0.6822273335406323,-68.22273335406322,1.0,-0.010644384138286113,0.021334423907101153,0.01272784173488617,0.1765773166716099
61,251978,60342,312320,146,1467,2674,595,1182.7504981000002,213.0440869860412,-0.9058668790288226,-90.58668790288225,1.0,-0.009919604282185902,0.036511736502870915,0.012957027181982994,0.16271153688430787
62,255585,61855,317440,148,1491,2714,605,1204.5249896000005,212.18737859882413,-0.9948842794498677,-99.48842794498673,1.0,-0.010669829807011411,0.03305272604338825,0.014188858680427074,0.15472920956090092
63,259651,62909,322560,151,1519,2754,615,1228.8130366000005,211.3022829888163,-0.9289622748051446,-92.89622748051444,1.0,-0.016471296423696914,0.01882067446131259,0.013140077702701092,0.1488641319796443
64,264201,63479,327680,154,1540,2804,625,1252.9923156999994,210.8560417247259,-1.0441081403158017,-104.41081403158017,1.0,-0.01269778946065344,0.015270537268370389,0.015602734871208668,0.17819150984287263
65,268365,64435,332800,156,1562,2854,635,1280.5468619000003,209.57062016599357,-0.9221795424038187,-92.21795424038187,1.0,-0.004204563742969185,0.029881730005145074,0.01714913733303547,0.19876723393797874
66,272580,65340,337920,159,1590,2870,639,1302.7760481000005,209.23012853785357,-0.8668815472615091,-86.6881547261509,1.0,-0.0024280940209898878,0.02381804705980946,0.04216625913977623,0.19820356938768835
67,276438,66602,343040,161,1611,2910,649,1321.0886947,209.2501443007012,-0.8942808267516833,-89.42808267516831,1.0,-0.009824204473989084,0.02659994470886886,0.01716579496860504,0.17016825173050165
68,280701,67459,348160,163,1639,2960,659,1339.9438697000005,209.48713326540016,-0.9404076226069229,-94.0407622606923,1.0,-0.010617357911542058,0.019360298197716473,0.016895581036806107,0.1679710891097784
69,284791,68489,353280,166,1662,3000,669,1360.021306999999,209.40186637825977,-0.859196194887108,-85.91961948871078,1.0,-0.009336112458549905,0.017246501334011555,0.012647060677409172,0.15107455402612685
70,288691,69709,358400,168,1687,3040,679,1380.137385599999,209.1755523849496,-0.8272135527176154,-82.72135527176155,1.0,-0.013210770871955902,0.020088843652047217,0.0129128722473979,0.15289513021707535
71,292771,70749,363520,171,1710,3080,689,1401.8006956999998,208.85351312641671,-0.8746135809959183,-87.46135809959183,1.0,-0.011281551560387015,0.02927704807370901,0.01499414723366499,0.16768856924027203
72,297012,71628,368640,173,1730,3130,699,1419.8849191999998,209.18033284510432,-0.8712509281736354,-87.12509281736352,1.0,-0.012758488919353113,0.019086976051330567,0.017317403107881546,0.16746726825833322
73,301272,72488,373760,175,1750,3180,709,1440.159544799999,209.19348907404486,-0.9418490000652298,-94.18490000652297,1.0,-0.009391470105620102,0.029209556058049202,0.02538590133190155,0.195053354203701
74,305405,73475,378880,177,1774,3206,715,1459.038432899999,209.31936617527893,-0.9486938745711712,-94.8693874571171,1.0,-0.0021212742258622137,0.023549031362765364,0.04698462784290314,0.21086613999472725
75,309301,74699,384000,179,1802,3246,725,1481.0610820000002,208.8374367263267,-0.9460998598688432,-94.60998598688433,1.0,-0.01313475491188001,0.020120315696112813,0.014181505888700485,0.14074849300086498
76,313304,75816,389120,183,1830,3286,735,1504.7602193999992,208.20858762795132,-0.7695191604903145,-76.95191604903144,1.0,-0.01004679876496084,0.014201710536144673,0.015753312036395073,0.16744658797979356
77,317670,76570,394240,185,1850,3336,745,1539.4498402999998,206.35293965673748,-0.7364353636537204,-73.64353636537207,1.0,-0.011192540773190558,0.015261529255658388,0.013664377853274345,0.1665261860191822
78,321923,77437,399360,187,1870,3386,755,1572.1120687999992,204.77102516344488,-0.6155064666007785,-61.55064666007787,1.0,-0.011289857468800618,0.019273126032203436,0.011632276698946953,0.1412542301416397
79,326267,78213,404480,189,1890,3436,765,1596.5513735000004,204.3573450973577,-0.7073666691830589,-70.73666691830589,1.0,-0.004971033139154315,0.03296888887882233,0.023218607529997826,0.21010710708796979
80,330305,79295,409600,191,1923,3476,775,1622.9711033999993,203.51871903821115,-0.7392946323776357,-73.92946323776357,1.0,-0.010443187435157597,0.0184458764269948,0.012080907821655273,0.1805036261677742
81,334080,80640,414720,193,1945,3516,785,1649.146512899999,202.57751351183796,-0.9097488984222322,-90.97488984222323,1.0,-0.011776443009148352,0.022118236776441334,0.012979140505194664,0.1577530110254884
82,337679,82161,419840,197,1970,3556,795,1672.7256410999998,201.8735121307396,-0.9490196413184104,-94.90196413184101,1.0,-0.01188815713103395,0.012746322026941925,0.014163509011268616,0.15683802235871552
83,341814,83146,424960,199,1990,3587,802,1698.1309542,201.2883630409003,-0.7373379156424007,-73.73379156424006,1.0,-0.0068301425271783955,0.017098684096708894,0.03824131190776825,0.19786267541348934
84,346318,83762,430080,201,2010,3637,812,1722.959082899999,201.00187139505064,-0.7422015323090945,-74.22015323090946,1.0,-0.011779360562795773,0.014103959761559964,0.01490863598883152,0.16875382974743844
85,350606,84594,435200,203,2030,3687,822,1747.9951533000003,200.57607101375476,-0.7137113004219011,-71.37113004219013,1.0,-0.012355376682244242,0.020014469139277936,0.013507647439837456,0.1544531248509884
86,354833,85487,440320,205,2054,3737,832,1774.8484869999993,199.92298080596674,-0.6807006766910582,-68.0700676691058,1.0,-0.0028622826654464005,0.04558232024312019,0.011749880388379097,0.20580957800149918
87,358755,86685,445440,208,2084,3777,842,1792.1822417000003,200.17774512691173,-0.6900076075615401,-69.00076075615401,1.0,-0.007953461221040925,0.017738572671078146,0.011234218254685402,0.16235437691211702
88,362829,87731,450560,210,2109,3817,852,1811.2474055999992,200.31995567154902,-0.7360613042753478,-73.60613042753477,1.0,-0.013160055445041507,0.017436554632149638,0.013833248056471348,0.14431444685906172
89,366742,88938,455680,213,2130,3857,862,1826.3884540999989,200.80175122478082,-0.6138396961966982,-61.38396961966981,1.0,-0.01489924400812015,0.011546353145968169,0.01269654929637909,0.1489365804940462
90,370776,90024,460800,215,2150,3897,872,1846.6988127000004,200.77773237851386,-0.667116760252669,-66.7116760252669,1.0,-0.012529165281739552,0.021313172508962454,0.014179815538227558,0.145666884817183
91,374842,91078,465920,217,2175,3937,882,1865.6242237000006,200.9204186128085,-0.6180074759668582,-61.800747596685845,1.0,-0.010929440573090688,0.01878214362077415,0.013819645158946514,0.16110299471765757
92,378848,92192,471040,219,2199,3977,892,1885.4024948000006,200.93746616166825,-0.6072772371787643,-60.727723717876444,1.0,-0.012018670488032512,0.018871589144691826,0.013674033805727959,0.13696404080837965
93,383114,93046,476160,222,2225,4027,902,1909.2150069999989,200.66571789732438,-0.6960649455112048,-69.60649455112049,1.0,-0.013520929015940056,0.01871166976168752,0.013795563951134682,0.17183249190449715
94,387147,94133,481280,224,2249,4067,912,1931.2005506000005,200.46959901690073,-0.6640596394717605,-66.40596394717603,1.0,-0.011729278723942116,0.017208061390556396,0.013112198561429977,0.14122635796666144
95,391248,95152,486400,227,2270,4098,919,1946.6903650000004,200.9811149396632,-0.6678485342735401,-66.78485342735402,1.0,-0.014767490290978458,0.019447231708909385,0.0430590957403183,0.21071777399629354
96,395701,95819,491520,229,2294,4148,929,1964.2332575,201.45316167980624,-0.7723911504730586,-77.23911504730587,1.0,-0.01114910895936191,0.025834755748510362,0.015627730637788773,0.1448892691731453
97,399571,97069,496640,231,2319,4188,939,1979.331012999999,201.87174220767903,-0.795054658280514,-79.50546582805141,1.0,-0.014222026777861174,0.020399736682884397,0.012778927572071552,0.1710063736885786
98,403577,98183,501760,234,2341,4228,949,1995.6411231999991,202.22924618473817,-0.8748745080703416,-87.48745080703415,1.0,-0.01181429805001244,0.03106084275059402,0.011013842187821865,0.13936628960072994
99,407946,98934,506880,236,2363,4278,959,2013.8241844000004,202.57279814203025,-0.9431385277351662,-94.31385277351663,1.0,-0.010077031214896124,0.017217301931232214,0.015814434736967087,0.17211796082556247
100,411969,100031,512000,238,2389,4318,969,2034.717632599999,202.4698628445946,-0.7842742960912317,-78.42742960912318,1.0,-0.011088953173020855,0.024465770251117645,0.013791815377771854,0.15891600996255875
101,415929,101191,517120,241,2414,4358,979,2058.6363521999992,202.0410256311222,-0.8756637399990508,-87.56637399990508,1.0,-0.011060340277617797,0.025378346815705298,0.017020197585225105,0.1484108865261078
102,419919,102321,522240,243,2438,4398,989,2079.4280449,201.93966366371384,-0.8955493166874865,-89.55493166874865,1.0,-0.011271309619769455,0.03245197362266481,0.015374565497040749,0.15153553253039717
103,423714,103646,527360,246,2460,4438,999,2095.8878884000005,202.16443939826524,-0.8419896606691332,-84.19896606691333,1.0,-0.011089278536383062,0.020086826686747373,0.014322357252240181,0.15096775013953448
104,428009,104471,532480,248,2480,4488,1009,2116.0106849000003,202.27166292415347,-0.9691031057588855,-96.91031057588854,1.0,-0.01430942571721971,0.02087400320917368,0.015046322718262672,0.17402795240283012
105,432050,105550,537600,250,2500,4528,1019,2135.1057585,202.35531578704231,-1.0318618960302026,-103.18618960302027,1.0,-0.01409135929425247,0.017008124245330693,0.015164904296398163,0.1422001987695694
106,436049,106671,542720,252,2524,4568,1029,2161.6569292000004,201.71979841471688,-1.0673663911032423,-106.73663911032422,1.0,-0.007546930335229263,0.041934664361178875,0.011592250317335129,0.16208161637187005
107,439996,107844,547840,254,2542,4608,1039,2188.1614604999995,201.080225542159,-1.104947402387413,-110.4947402387413,1.0,-0.010905639769043773,0.031203946471214293,0.011252149939537048,0.14332137256860733
108,443993,108967,552960,256,2565,4648,1049,2214.1717236999993,200.52329060460764,-1.2805945779813268,-128.05945779813266,1.0,-0.013267323526088148,0.013904257724061609,0.011832929216325283,0.14417929146438838
109,448179,109901,558080,259,2593,4698,1059,2245.671321,199.57461976244386,-1.1488851815742207,-114.8885181574221,1.0,-0.008121225433424115,0.014704142771661282,0.017566019669175148,0.2081245668232441
110,452116,111084,563200,261,2619,4738,1069,2278.1786513000006,198.45502447405008,-1.0661175015554172,-106.61175015554176,1.0,-0.014565112825948745,0.024689578916877508,0.014867142774164677,0.14632826540619134
111,456444,111876,568320,264,2640,4788,1079,2309.5696179000006,197.63162645645914,-0.8400886099231155,-84.00886099231157,1.0,-0.010817787302657962,0.015010390914976596,0.0164021048694849,0.1685439118742943
112,460693,112747,573440,266,2662,4838,1089,2333.8088322999993,197.39963000567658,-0.5949726022463452,-59.497260224634516,1.0,-0.014145466643385588,0.013177154194563627,0.019400909543037415,0.2171485660970211
113,464880,113680,578560,268,2687,4888,1099,2351.6556201000003,197.68200582882614,-0.6280899466594676,-62.80899466594676,1.0,-0.01035389075812418,0.021957714091986418,0.014560244977474213,0.15859096065163614
114,468467,115213,583680,270,2709,4928,1109,2371.5592208,197.5354424596539,-0.8323134490684422,-83.23134490684419,1.0,-0.010700568521860987,0.03547133975662291,0.01235237717628479,0.16896128840744495
115,472644,116156,588800,273,2735,4978,1119,2394.0222441999995,197.42673700926346,-0.8703808675316624,-87.03808675316621,1.0,-0.0076460390398278835,0.03398853275924921,0.019201427698135376,0.209740788936615
116,476806,117114,593920,276,2760,5028,1129,2418.0763652999995,197.18401240022249,-0.928183113616797,-92.8183113616797,1.0,-0.013092142221867107,0.026016990020871163,0.012162339873611927,0.15280658215284348
117,480917,118123,599040,278,2780,5078,1139,2444.0652468999997,196.76929681398028,-1.0157322385868635,-101.57322385868635,1.0,-0.007971256827004254,0.0269916208460927,0.01316671073436737,0.1857408867776394
118,485152,119008,604160,281,2810,5128,1149,2474.1411714999995,196.08905327979588,-0.9662601261693533,-96.62601261693531,1.0,-0.011853624165523798,0.02291017582640052,0.030740002170205116,0.21712454974651338
119,489102,120178,609280,283,2830,5168,1159,2503.9255777,195.33408035604174,-0.9037201457587642,-90.37201457587642,1.0,-0.008836043791961855,0.01886880917008966,0.012900223955512047,0.14747345056384803
120,493559,120841,614400,285,2854,5218,1169,2525.0291560999995,195.46665384344317,-1.042506034253439,-104.25060342534391,1.0,-0.011721785627305508,0.019961814563721418,0.019511956721544266,0.17011394128203391
121,497703,121817,619520,288,2880,5268,1179,2545.1794145999993,195.54731471777956,-0.8863298889700877,-88.63298889700879,1.0,-0.007462070633191615,0.017906057741492988,0.022547176107764244,0.16884765665978194
122,501778,122862,624640,290,2900,5308,1189,2566.354705599999,195.52168642357924,-0.7898383363194881,-78.9838336319488,1.0,-0.010270411317469553,0.01619206538889557,0.012213723734021187,0.17454740293323995
123,505582,124178,629760,292,2920,5348,1199,2592.9477559000006,194.98348890740175,-0.7112544100923198,-71.12544100923198,1.0,-0.010778842557920143,0.0244030156172812,0.015945909544825554,0.18231354504823685
124,509536,125344,634880,294,2943,5388,1209,2625.7405911999995,194.05420387211026,-0.759914024727253,-75.99140247272531,1.0,-0.014835319918347523,0.01907999408431351,0.011634006164968014,0.12491850890219211
125,513572,126428,640000,296,2969,5428,1219,2654.387145999999,193.48044266034137,-0.7261943069889234,-72.61943069889234,1.0,-0.012450106265896465,0.013858879450708628,0.014872781001031399,0.15338322278112174
126,517524,127596,645120,299,2995,5468,1229,2690.873945899999,192.32562000480746,-0.637779283811962,-63.77792838119619,1.0,-0.014069821289740502,0.013860831782221795,0.016354959458112717,0.1647802736610174
127,521595,128645,650240,301,3017,5508,1239,2720.6001326999994,191.7205669920903,-0.749900094821898,-74.9900094821898,1.0,-0.014480590530729387,0.01605698789935559,0.014997121877968311,0.1608335142955184
128,525392,129968,655360,304,3040,5548,1249,2752.2320400999997,190.89669488075228,-0.6645816320254845,-66.45816320254843,1.0,-0.01755336497153621,0.015540217631496489,0.013937804847955704,0.14889722522348164
129,529677,130803,660480,306,3062,5598,1259,2789.7662769,189.86429235519304,-0.7738870664106383,-77.3887066410638,1.0,-0.013345999410375953,0.02072380520403385,0.019830327481031418,0.1831651994585991
130,533726,131874,665600,309,3090,5638,1269,2821.1928413000005,189.18451521167904,-0.7927591259665288,-79.27591259665286,1.0,-0.011956360569456592,0.015017342939972877,0.01715097203850746,0.16769567206501962
131,537934,132786,670720,311,3110,5688,1279,2846.1954654,189.00107407921809,-0.7849695879042392,-78.49695879042392,1.0,-0.01067252852488309,0.017871792055666448,0.023304780945181847,0.20989955320954323
132,542309,133531,675840,313,3133,5738,1289,2871.7623418000003,188.84188016062797,-0.701103223603165,-70.1103223603165,1.0,-0.011989097837358713,0.012481225533410906,0.014488506130874157,0.18485558152198792
133,546229,134731,680960,315,3153,5778,1299,2898.377305,188.46028053618093,-0.600963458867271,-60.09634588672709,1.0,-0.014687238589249318,0.01880562787409872,0.016069602221250534,0.17175983898341657
134,550346,135734,686080,319,3190,5828,1309,2919.765850399999,188.4897721934121,-0.6062710483179291,-60.627104831792906,1.0,-0.006647329032421112,0.017540397504344583,0.023757394403219223,0.2019363848119974
135,554645,136555,691200,321,3210,5878,1319,2944.818218799999,188.3460909264598,-0.717463971204907,-71.7463971204907,1.0,-0.006927872877568007,0.017756421882659197,0.015085449442267418,0.18249644011259078
136,558489,137831,696320,323,3230,5918,1329,2976.1497437,187.65487226649995,-0.8390272256472936,-83.90272256472936,1.0,-0.012397370336111635,0.01870562261901796,0.013835404068231583,0.1536512304097414
137,562762,138678,701440,325,3250,5968,1339,2998.9780769999998,187.65125504450296,-0.8775725752471498,-87.75725752471499,1.0,-0.010372402709908784,0.02415029302239418,0.015063049271702766,0.18178870886564255
138,566870,139690,706560,327,3284,6018,1349,3019.5880137000004,187.73090813319118,-0.9986907486928626,-99.86907486928625,1.0,-0.007119717146269977,0.023384997099637986,0.020201867446303368,0.21362630233168603
139,570792,140888,711680,331,3310,6058,1359,3040.3801363000002,187.73705076715407,-1.2012509607203299,-120.12509607203299,1.0,-0.013926526170689613,0.0289116564206779,0.013036258518695831,0.17413924653083085
140,575067,141733,716800,333,3330,6108,1369,3063.0329693000003,187.74430630154822,-1.0877491198853464,-108.77491198853464,1.0,-0.012300638612359763,0.013528078515082597,0.012591017410159111,0.17065391510725023
141,579561,142359,721920,335,3352,6158,1379,3087.4473357999996,187.71526667995062,-1.163988172413506,-116.39881724135059,1.0,-0.015184732642956078,0.019457878209650517,0.015655305236577988,0.16571686521172524
142,583558,143482,727040,337,3377,6198,1389,3113.696709599999,187.41645523817468,-1.0222989297975897,-102.22989297975899,1.0,-0.012919579890876776,0.0170092485146597,0.01239778846502304,0.13607846833765508
