time,agent,lat,lon,cas_mps,tas_mps,goal_distance_km,heading_error_deg,heading_action,speed_action,nearest_nm,outside,commanded_heading_turn_deg,static_projection_intervened,static_projection_infeasible
1580.0,KL002,52.96158754207606,3.944960048915292,162.99999999999994,165.5846750214427,183.0252579921033,-44.52034280849685,0.07940876483917236,0.5504088401794434,inf,False,3.5733944177627563,False,False
1590.0,KL002,52.955196966630275,3.967286674181488,162.99999999999994,165.5846750214427,181.77433532935837,-41.296634597948696,0.2498033046722412,0.39687061309814453,inf,False,11.241148710250854,False,False
1600.0,KL002,52.94700190350041,3.987868979389874,162.99999999999994,165.5846750214427,180.39158709363358,-30.350231234067508,-0.8239309787750244,-0.18839019536972046,inf,False,-20.0,True,False
1610.0,KL002,52.940024455942336,4.009500657561288,162.3533744307015,164.9291834907659,179.1110780745145,-46.57370176710904,-0.10346364974975586,-0.025479376316070557,inf,False,-4.655864238739014,False,False
1620.0,KL002,52.93573832331897,4.033043735513448,162.26547420377992,164.84007688957942,178.06453647918408,-51.64745300256217,0.07146167755126953,0.17572486400604248,inf,False,3.215775489807129,False,False
1630.0,KL002,52.93079576635658,4.056326867296507,162.86762968400112,165.4504909876834,176.96634326649036,-48.84035949637638,-0.024921655654907227,0.12203717231750488,inf,False,-1.1214745044708252,False,False
1640.0,KL002,52.92608342054524,4.079760443668491,162.99999999999994,165.5846750214427,175.8973086717211,-50.38182932887426,0.026370763778686523,0.19579803943634033,inf,False,1.1866843700408936,False,False
1650.0,KL002,52.9210795325385,4.1030244801114515,162.99999999999994,165.5846750214427,174.81163194398908,-49.612936974998775,-0.0417102575302124,0.23890924453735352,inf,False,-1.876961588859558,False,False
1660.0,KL002,52.91653042374921,4.126541395648795,162.99999999999994,165.5846750214427,173.7766298159976,-51.92416302881182,0.09088134765625,0.29435038566589355,inf,False,4.08966064453125,False,False
1670.0,KL002,52.911072135613985,4.149515009845916,162.99999999999994,165.5846750214427,172.66941534342592,-48.25084312425966,-0.3515714406967163,0.2852606773376465,inf,False,0.0,True,False
1680.0,KL002,52.90553046422689,4.172433144080452,162.99999999999994,165.5846750214427,171.56390990274625,-48.6703552194827,-0.3655474781990051,0.3134276866912842,inf,False,0.0,True,False
1690.0,KL002,52.8999887928398,4.1953483470053055,162.99999999999994,165.5846750214427,170.4677226123211,-49.09528406279165,-0.37040287256240845,0.3395354747772217,inf,False,0.0,True,False
1700.0,KL002,52.89444712145271,4.218260619584539,162.99999999999994,165.5846750214427,169.38103424069024,-49.52568761322823,-0.9986661672592163,-0.741036057472229,inf,False,0.0,True,False
1710.0,KL002,52.888983155277316,4.240848750671845,160.4580054448115,163.00774021402242,168.31906256103179,-49.95547173440826,-0.9986483454704285,-0.616905689239502,inf,False,0.0,True,False
1720.0,KL002,52.88359416187573,4.2631241563753255,158.34173978159185,160.86220952902818,167.281057422429,-50.38467843748606,-0.9986536502838135,-0.4579799175262451,inf,False,0.0,True,False
1730.0,KL002,52.87826158468702,4.285163641990429,156.77053690228848,159.2691761062177,166.26327503350208,-50.81464182591844,-0.9977916479110718,-0.5123726725578308,inf,False,0.0,True,False
1740.0,KL002,52.87298807836498,4.306956324783384,155.01279216848727,157.486905653882,165.26608873262407,-51.24502506034577,-0.9977829456329346,-0.3823155164718628,inf,False,0.0,True,False
1750.0,KL002,52.86776066169447,4.3285559292267495,153.70110050629927,156.15684133379327,164.28693296881747,-51.67677756859706,-0.9977690577507019,-0.26400226354599,inf,False,0.0,True,False
1760.0,KL002,52.86256525885337,4.350020675228468,152.7951832960393,155.23819998540708,163.3231284533244,-52.11098938593835,-0.9977405071258545,-0.15618252754211426,inf,False,0.0,True,False
